"Sentence","Sentiment"
"Contudo, a empresa não pode abandonar completamente o óleo de palma.","neutral"
"O acordo inclui todo o aluguel de equipamentos e mercadorias relacionadas, o contrato de aluguel da garagem e dois funcionários, informou a empresa.","neutral"
"O Absolut Bank está explorando a possibilidade de mais empréstimos.","neutral"
"As superfícies frontais destas placas de válvula são direcionadas uma para a outra.","neutral"
"A empresa de compra sueca vendeu sua participação restante de 22,4 %, quase dezoito meses após o público da empresa na Finlândia.","neutral"
"O recém-concluído Allure of the Seas e seu idêntico navio irmão, Oasis of the Seas, que foi concluído no ano passado, são os maiores navios de cruzeiro do mundo.","neutral"
"De acordo com o relatório, a participação de mercado conjunta da Elisa e da DNA no mercado de telecomunicações da Finlândia é de 59%.","neutral"
"Nordstjernan utilizou a sua opção de comprar mais 22,4% das ações e votos da Salcomp.","neutral"
"Antes de decidir estabelecer uma empresa para negócios de veículos elétricos (EV) na China.","neutral"
"Gerou um prejuízo operacional de 96,3 milhões de euros, abaixo de um lucro de 43,9 milhões de euros.","neutral"
"Disponibilizamos as seguintes análises de mercado totalmente novas: Cimento - Reino Unido Cimento - Polónia Cimento - Bélgica Estas análises fornecem uma visão clara da situação actual e das perspectivas futuras da indústria do cimento em alguns países europeus.","neutral"
"A transação deverá ser concluída na próxima primavera.","neutral"
"A quota de mercado dos automóveis de passageiros da Volkswagen na Finlândia era de 10,1 por cento, a Audi tinha uma quota de mercado de 3,1 por cento e a quota da Seat era de 0,9 por cento.","neutral"
"As Demonstrações Financeiras incluem as demonstrações financeiras consolidadas do Grupo, o Relatório do Conselho de Administração, o Relatório dos Auditores e a Declaração de Governo Societário.","neutral"
"A subsidiária da Finnair com sede em Tallinn, Aero AS, transportou 23.335 passageiros, um declínio de 60,8%, em rotas entre Helsínquia e as capitais bálticas e no sul da Finlândia.","neutral"
"Budapeste, 10 de agosto MTI - A fabricante finlandesa de eletrônicos Elcoteq demitirá 700 trabalhadores em suas fábricas em Pecs S, Hungria, no final de setembro, devido à queda nos pedidos, disse o diretor de comunicações da unidade local da Elcoteq, Zoltan Krippl, à MTI na segunda-feira.","neutral"
"A empresa disse que atualmente a unidade de distribuição francesa Ragot está localizada em Loudeac, Normandia, a unidade de distribuição Waterqueen e o fornecedor de linhas Tortue em Saint Marcel, no centro da França, e a unidade de fabricação de anzóis VMC e a unidade de distribuição de anzóis VMC Europe em Morvillars.","neutral"
"Nossas soluções são totalmente arabizadas e nossa mensagem é que queremos nos tornar o parceiro de TI preferido das empresas na região do Oriente Próximo.","neutral"
"Em 2007, as vendas líquidas do Grupo ascenderam a 42 milhões de euros e contava com cerca de 1.445 colaboradores.","neutral"
"Segundo o CEO Matti Perkonoja da empresa-mãe HKScan, o desempenho da empresa no primeiro trimestre de 2010 manteve-se claramente abaixo do nível do período correspondente em 2009.","neutral"
"As vendas líquidas de Roshan em 2006 foram de US $ 191 milhões e o EBITDA foi de US $ 66,5 milhões.","neutral"
"Ele será operado pela Nokia e apoiado por seu sistema de gerenciamento de rede e serviços da Nokia NetAct.","neutral"
"A empresa pode ser dividida em duas partes nos próximos meses, com a Propriedade e o Operações da Essent e o fornecimento e a Enexis possuindo e operando a grade.","neutral"
"Um pagamento de ganho de até 4,0 mln euros (US $ 5,3 mln) também pode ser pago, dependendo do desempenho financeiro da Intellibis em 2007.","neutral"
"O webcast pode ser seguido on -line no site da empresa em www.ruukki.com/investors.","neutral"
"Novos produtos Novator devem ser exportados.","neutral"
"Poyry é uma empresa global de consultoria e engenharia focada nos setores de energia, indústria florestal e infraestrutura e meio ambiente.","neutral"
"O primeiro trimestre decorreu dentro do esperado e em linha com as previsões dos analistas.","neutral"
"A ISMS não divulga seus resultados financeiros, disse o Daily.","neutral"
"Como resultado dessas transações, as participações agregadas da Burrill Life Sciences Capital Fund, L.P. diminuíram para menos de 5% do número total de ações e votos da Empresa.","neutral"
"As vendas líquidas do Grupo Tekla em 2006 foram de aproximadamente 50 milhões de euros e o resultado operacional de 13,6 milhões de euros.","neutral"
"Parques de estacionamento subterrâneo também serão construídos no subsolo.","neutral"
"A ação da Glaston, GLA1V, está listada na NASDAQ OMX Helsinki, Mid Cap List.","neutral"
"A GeoSentric está adquirindo financiamento extra, emitindo um máximo de 220.000 novas ações e um título conversível com direitos de assinatura para 880.000 ações, que foram totalmente subscritas.","neutral"
"O prejuízo antes de impostos da empresa de navegação finlandesa Finnlines totalizou 6,5 milhões de euros no terceiro trimestre de 2009 , em comparação com um lucro de 0,3 milhões de euros no terceiro trimestre de 2008 .","neutral"
"25 de junho de 2008 (Boy Genius Report entregue pela Newstex) - The Nokia (NYSE: NOK) N78, HUH?","neutral"
"O negócio valia cerca de 1,2 milhões de euros.","neutral"
"A joint venture investirá imediatamente cerca de 500.000 euros em tecnologia de produção.","neutral"
"O anúncio elevou a Feenet que caiu 6,3 %, ou EUR0,71, no comércio de Frankfurt para EUR10 .65, quando os investidores desistiram da Hope United Internet AG e Drillisch seguiriam sua própria aquisição e separação da Freenet.","neutral"
"Após a conclusão da aquisição, a experiência da Poyry em petróleo e gás abrangerá serviços multidisciplinares de engenharia e consultoria em todo o ciclo de vida dos ativos de petróleo e gás, incluindo serviços de engenharia em águas profundas.","neutral"
"No ano passado , 8,3 milhões de passageiros voaram pela companhia aérea , uma queda de 4 % em relação a 2007 .","neutral"
"O lucro líquido no mesmo período de 2006 foi de (x20ac) 172 milhões.","neutral"
"Recuperação do Royal Mail provando ser cara no difícil mercado do Reino Unido","neutral"
"A esta taxa de crescimento, o pagamento da dívida nacional será extremamente doloroso.","neutral"
"O Conselho de Administração propôs à Assembleia Geral Extraordinária autorizar o Conselho a decidir sobre a emissão de um máximo de 30 milhões de novas ações em uma ou mais emissões de ações.","neutral"
"O fechamento dessa transação ocorreu hoje.","neutral"
"O vice -presidente da EMSA, Juri Lember, disse ao BNS na quarta -feira que foi a primeira vez que ouviu falar da greve, já que o lado sueco ainda não havia informado a União da Estônia.","neutral"
"A filial alemã do Commerzbank AG em Hamburgo e o US JP Morgan (NYSE: JPM) participaram como organizadores, e o holandês ING (AMS: INGA) como co-organizador.","neutral"
"O aviso de produto não se aplica a nenhuma outra bateria da marca Nokia, disse a empresa.","neutral"
"O F-Secure Online Backup protege automaticamente todo o conteúdo armazenado em um computador ou smartphone, fazendo uma cópia do conteúdo para um local online.","neutral"
"Na empresa farmacêutica Finlândia Finlandesa Orion Corporation OMX Helsinque: Ornav disse na quarta -feira, 7 de janeiro, que concluiu suas negociações de pessoal na Finlândia e reduzirá o número de pessoal em 205.","neutral"
"ADPnews - 28 de setembro de 2009 - Okmetic Oyj HEL, fabricante finlandês de wafers de silício: OKM1V disse que reduzirá o número de seus funcionários administrativos em 22 em todo o mundo, como resultado de negociações de pessoal concluídas hoje.","neutral"
"A ponte terá 1,2 km de extensão e está localizada entre Anasmotet pela estrada E20 e o novo entroncamento em Marieholm pela estrada E45.","neutral"
"A empresa atende clientes em vários setores, incluindo processos e recursos, maquinário industrial, arquitetura, construção civil, elétrica, transporte, eletrônica, química, petroquímica, energia e tecnologia da informação, bem como catering e residências.","neutral"
"Área de resistência $AAPL 620","neutral"
"A Talentum adquiriu uma participação de 47,5% na Varesvuo Partners em 1997 e o restante em 2002 e 2005.","neutral"
"E Ogden supostamente desembolsará US$ 4,2 milhões.","neutral"
"Alexandria, Virgínia, 22 de dezembro - Patente dos Estados Unidos no.7.854.608, emitido em 21 de dezembro, foi designado para OUSTEC OYJ (Espoo, Finlândia).","neutral"
"O justo valor das propriedades de investimento da empresa caiu para 2,769 mil milhões de euros no final de Setembro de 2009, face a 2,878 mil milhões de euros um ano antes.","neutral"
"Rapala VMC Corporation Rapala, fabricante e distribuidora líder de equipamentos de pesca e artigos esportivos, é a principal proprietária da Peltonen, com participação de 80%.","neutral"
"Paralelamente, a TeliaSonera decidiu realizar uma aquisição compulsória.","neutral"
"A Aspo atende clientes business-to-business exigentes.","neutral"
"O Conselho de Administração ficou autorizado a deliberar sobre os demais termos da emissão de ações.","neutral"
"O lucro operacional comparável diminuiu para 13,8 milhões de euros, de 17,1 milhões de euros no período correspondente em 2005.","neutral"
"As medidas resultam da diminuição da demanda no projeto técnico e nas informações do produto.","neutral"
"ApÃ³s a transaÃ§Ã£o, a M-real deterÃ¡ 30% da Metsa-Botnia e a UPM âeuros 17%.","neutral"
"A ação da Glaston, GLA1V, está listada na NASDAQ OMX Helsinki, Mid Cap List.","neutral"
"Anúncio da Bolsa de Valores da M-real Corporation, 29 de setembro de 2006 às 16h15. A Kyro Corporation e a M-real Corporation, uma subsidiária do Grupo Metsaliitto, concordaram com um acordo que dá à M-real a opção de comprar a usina de gás natural Kyroskoski da Kyro.","neutral"
"A empresa, empregando 6.400, reportou vendas líquidas de 620 mln euro $ 823,2 mln para 2006.","neutral"
"Está planejado para configurar o centro de negócios de classe A nos dois principais andares do complexo.","neutral"
"Seus 168 especialistas em gerenciamento de ativos gerenciam ativos no valor de mais de 35 bilhões de euros.","neutral"
"As vendas no negócio Tiimari caíram 8% para 11,8 milhões de euros, enquanto as lojas Gallerix registaram um crescimento de 29% para 2 milhões de euros.","neutral"
"Igor e Oleg Yankov, que atualmente administram Moron e Vitim, manterão a participação de 25% por enquanto.","neutral"
"A divisão de engenharia da finlandesa Rautaruukki, Ruukki Engineering, reorganizará suas operações na fábrica de Mo i Rana, na Noruega.","neutral"
"Os níveis de produção foram acordados com os produtores há muito tempo, pelo que uma queda no consumo conduzirá a perdas.","neutral"
"Um total de 131000 novas ações da Companhia de Mineração da Talvivaara Plc foram assinadas durante o período entre 1 de maio de 2010 e 30 de junho de 2010 sob os direitos de opção de ações da empresa 2007a.","neutral"
"A Neste Oil disse que embora os resultados da sua planta de demonstração de biomassa para três líquidos, comissionada em junho de 2009, tenham sido promissores, nenhuma decisão sobre uma planta comercial foi tomada.","neutral"
"O Conselho da Panostaja Oyj também decidiu em sua reunião organizacional realizada após a conclusão da Assembleia Geral Anual implementar a decisão da Assembleia Geral relativa aos honorários dos membros do Conselho pagos como ações de forma que as ações sejam transferidas trimestralmente na data seguinte à publicação do relatório trimestral- relatório anual .","neutral"
